energy, data, model, 1sig_l, 1sig_u, 2sig_l, 2sig_u, 3sig_l, 3sig_u
40, 649, 588.916, 564.5, 613.5, 539.5, 637.5, 516.5, 661.5
44, 598, 567.746, 543.5, 592.5, 519.5, 615.5, 496.5, 638.5
48, 561, 561.44, 537.5, 585.5, 513.5, 609.5, 490.5, 632.5
52, 590, 611.126, 585.5, 636.5, 561.5, 660.5, 537.5, 684.5
56, 638, 638.1, 612.5, 663.5, 587.5, 689.5, 562.5, 713.5
60, 721, 704.075, 677.5, 731.5, 650.5, 757.5, 624.5, 783.5
64, 813, 803.595, 774.5, 832.5, 746.5, 860.5, 718.5, 888.5
68, 884, 850.656, 821.5, 880.5, 791.5, 909.5, 763.5, 937.5
72, 947, 962.681, 931.5, 994.5, 900.5, 1025.5, 870.5, 1055.5
76, 1073, 1040.22, 1007.5, 1072.5, 975.5, 1105.5, 944.5, 1136.5
80, 1125, 1105.2, 1071.5, 1138.5, 1038.5, 1172.5, 1006.5, 1204.5
84, 1173, 1108.72, 1074.5, 1142.5, 1041.5, 1175.5, 1009.5, 1208.5
88, 1168, 1174.59, 1139.5, 1209.5, 1105.5, 1243.5, 1072.5, 1276.5
92, 1196, 1189.58, 1154.5, 1224.5, 1120.5, 1258.5, 1086.5, 1292.5
96, 1153, 1154, 1119.5, 1188.5, 1085.5, 1222.5, 1052.5, 1255.5
100, 1203, 1131.35, 1097.5, 1165.5, 1063.5, 1198.5, 1031.5, 1231.5
104, 1081, 1110.62, 1076.5, 1144.5, 1043.5, 1177.5, 1011.5, 1210.5
108, 1043, 1073.2, 1039.5, 1106.5, 1007.5, 1139.5, 975.5, 1170.5
112, 965, 1039.53, 1006.5, 1072.5, 974.5, 1104.5, 943.5, 1135.5
116, 970, 997.429, 965.5, 1029.5, 933.5, 1060.5, 903.5, 1091.5
120, 930, 929.305, 898.5, 960.5, 867.5, 990.5, 838.5, 1020.5
124, 894, 879.807, 849.5, 909.5, 820.5, 939.5, 791.5, 968.5
128, 824, 847.76, 818.5, 877.5, 789.5, 906.5, 760.5, 934.5
132, 720, 794.904, 766.5, 823.5, 738.5, 851.5, 710.5, 879.5
136, 716, 723.159, 695.5, 750.5, 668.5, 777.5, 642.5, 803.5
140, 676, 671.925, 645.5, 698.5, 619.5, 724.5, 594.5, 749.5
144, 611, 645.547, 619.5, 671.5, 594.5, 696.5, 569.5, 721.5
148, 551, 590.923, 566.5, 615.5, 541.5, 639.5, 518.5, 663.5
152, 504, 552.211, 528.5, 576.5, 504.5, 599.5, 481.5, 622.5
156, 532, 508.471, 485.5, 531.5, 462.5, 553.5, 441.5, 575.5
160, 475, 463.74, 441.5, 485.5, 420.5, 507.5, 399.5, 528.5
164, 449, 449.604, 427.5, 471.5, 406.5, 492.5, 386.5, 513.5
168, 442, 406.437, 385.5, 427.5, 365.5, 447.5, 346.5, 466.5
172, 423, 389.451, 369.5, 409.5, 349.5, 429.5, 330.5, 448.5
176, 352, 347.712, 328.5, 366.5, 310.5, 385.5, 291.5, 403.5
180, 360, 326.32, 307.5, 344.5, 289.5, 362.5, 272.5, 380.5
184, 329, 301.585, 283.5, 319.5, 266.5, 336.5, 249.5, 353.5
188, 262, 286.126, 268.5, 303.5, 251.5, 320.5, 235.5, 336.5
192, 280, 258.837, 242.5, 275.5, 226.5, 291.5, 210.5, 307.5
196, 244, 253.976, 237.5, 270.5, 221.5, 286.5, 206.5, 301.5
200, 234, 229.107, 213.5, 244.5, 198.5, 259.5, 183.5, 274.5
204, 236, 214.696, 199.5, 229.5, 184.5, 244.5, 170.5, 258.5
208, 198, 189.354, 175.5, 203.5, 161.5, 217.5, 148.5, 230.5
212, 177, 185.676, 171.5, 199.5, 157.5, 213.5, 144.5, 226.5
216, 151, 174.422, 160.5, 188.5, 147.5, 201.5, 134.5, 214.5
220, 155, 157.067, 144.5, 170.5, 131.5, 182.5, 119.5, 194.5
224, 185, 156.202, 143.5, 169.5, 130.5, 181.5, 118.5, 193.5
228, 142, 141.149, 128.5, 153.5, 116.5, 165.5, 105.5, 176.5
232, 141, 132.703, 120.5, 144.5, 109.5, 156.5, 98.5, 167.5
236, 127, 124.371, 112.5, 136.5, 101.5, 147.5, 90.5, 157.5
240, 110, 123.396, 111.5, 134.5, 100.5, 146.5, 89.5, 156.5
244, 108, 104.308, 93.5, 115.5, 83.5, 125.5, 73.5, 135.5
248, 107, 101.324, 90.5, 111.5, 80.5, 121.5, 70.5, 131.5
